TheTime,O3,NO,NO2,NOx,T,RH,P,Lite,O3CellP,O3CellT,O3Flow,NOxReacT,NOxConvT,NOxFlow
984,28.28333,0.2753665,0.9850283,1.262185,36.6825,18.15683,1015.825,2.654503,974.9833,37.63333,1792.167,50.00388,339.772,1
985,27.4,0.3590588,0.9189557,1.261902,37.4939,18.0122,1015.804,2.658171,975,37.66667,1790.167,50.00985,339.8917,1
986,27.16667,0.3979561,1.06217,1.467488,38.57867,17.16333,1015.789,2.66014,974.9667,37.63333,1793.167,49.97614,339.9516,1
987,27.56667,0.6807668,1.19856,1.880006,37.29517,17.17083,1015.796,2.667062,974.9667,37.66667,1796,50.00954,339.8119,1
988,29.63333,0.2202925,0.8981153,1.131963,35.53288,18.36915,1015.796,2.67281,974.9833,37.63333,1787.667,49.99598,339.7521,1
989,27.95,0.3285784,0.903517,1.201361,36.06133,18.39333,1015.817,2.678812,974.95,37.66667,1789.833,50.01469,339.8319,1
990,28.26667,0.2884887,0.921373,1.227392,36.785,18.02967,1015.819,2.688935,975,37.7,1795,50.00238,339.8319,1
991,27.58333,0.3517928,1.095102,1.436818,37.26966,18.02136,1015.797,2.705754,974.9833,37.7,1791.333,50.00739,339.8319,1
992,27.41667,0.3402894,1.243457,1.588793,37.8005,17.656,1015.787,2.713362,974.9833,37.7,1792,50.00557,339.7521,1
993,27.63333,0.3391346,1.185921,1.519055,38.34567,17.1025,1015.78,2.716357,974.9333,37.7,1791.5,50.01699,339.8319,1
994,27.56667,0.4339195,1.236423,1.650875,38.27288,16.89169,1015.779,2.722773,974.9667,37.7,1792.333,50.0067,339.8718,1
995,24.86667,1.921342,1.392203,3.183689,37.20583,17.969,1015.79,2.738437,974.95,37.7,1794.333,50.00956,339.8718,1
996,27.78333,0.5138492,1.746728,2.411492,36.6455,17.95267,1015.8,2.758702,974.9833,37.7,1788,50.02018,339.8518,1
997,28.28333,0.451011,0.9982494,1.410886,36.47373,18.06,1015.818,2.751824,974.9833,37.7,1793.667,50.01593,339.8718,1
998,27.5,0.5167662,1.305823,1.815724,34.7575,19.62167,1015.804,2.763047,975.0167,37.7,1798.167,49.99691,339.9117,1
999,27.95,0.5452738,1.424342,2.018809,33.90967,20.323,1015.851,2.770685,975.05,37.7,1795.333,50.03189,339.8319,1
1000,27.7,0.4303827,1.332463,1.720243,34.13915,20.54492,1015.863,2.803237,975.0667,37.7,1792.167,50.02815,339.7521,1
1001,28.93333,0.3460197,1.464578,1.864535,34.29983,20.22733,1015.853,2.811588,975.1,37.7,1791.5,50.03717,339.8119,1
1002,25.45,0.7884982,2.779088,3.413978,34.941,19.85767,1015.838,2.796308,975.0833,37.7,1794.333,50.01283,339.8319,1
1003,26.95,0.5454245,2.088303,2.770692,35.46475,19.37797,1015.864,2.779131,975.0333,37.7,1789,50.00943,339.8917,1
1004,27.03333,0.5746696,1.446021,1.988481,35.97167,18.986,1015.886,2.776422,975.1,37.73333,1792.5,50.02841,339.8518,1
1005,26.3,0.5251617,1.862836,2.398979,35.74433,19.10483,1015.87,2.776258,975.0667,37.76667,1789.667,50.01433,339.8518,1
1006,27.15,0.4347258,1.623686,2.064178,35.32254,19.56068,1015.851,2.79761,975.0167,37.8,1795.5,50.02309,339.8319,1
1007,27.26667,0.4987161,1.545742,2.02283,35.34233,19.587,1015.856,2.800698,975,37.8,1794.333,50.01355,339.8319,1
1008,28.56667,0.295598,1.295803,1.643731,35.01067,19.57367,1015.838,2.795367,975.0333,37.8,1792.167,50.00933,339.8319,1
1009,27.15,0.4714402,1.252986,1.724236,35.27441,19.60085,1015.844,2.80191,975.0167,37.8,1794.167,50.01798,339.9316,1
1010,26.58333,0.5771613,1.720806,2.223809,35.40917,19.507,1015.838,2.81747,975,37.8,1791.5,50.01638,339.8917,1
1011,27.16667,0.5379256,1.190379,1.791725,35.72508,19.49542,1015.843,2.828278,975,37.8,1794,50.0092,339.8518,1
1012,26.6,0.3397116,1.22063,1.567466,36.322,19.08483,1015.864,2.813807,975,37.8,1794,50.00088,339.9117,1
1013,25.3,1.71517,2.764138,4.31815,36.4745,18.8015,1015.871,2.813235,974.9833,37.8,1796.5,50.01087,340.0114,1
1014,26.11667,1.245592,1.684198,3.070009,35.93288,19.14136,1015.878,2.81931,975,37.83333,1794,50.01075,339.9516,1
1015,26.31667,0.4382945,1.411305,1.837549,35.48583,19.67633,1015.874,2.827105,975.0333,37.9,1792.833,50.01755,339.9516,1
1016,27.13333,0.4079155,1.528677,1.957283,35.1665,19.66233,1015.851,2.834205,975.0167,37.9,1792,49.99669,340.171,1
1017,27.86667,0.3207641,1.318586,1.65371,34.27203,20.4622,1015.864,2.847032,975.0167,37.9,1793.833,50.00284,339.9715,1
1018,27.6,0.382235,1.131397,1.503618,34.4555,20.6975,1015.87,2.851327,975.0167,37.9,1791.5,49.98969,339.9516,1
1019,29.13333,0.303766,1.177512,1.490918,34.9405,19.91417,1015.834,2.855057,975.0167,37.9,1794.167,49.98617,339.9915,1
1020,28.71667,0.3669949,1.206305,1.546672,34.7639,19.98559,1015.837,2.864373,975,37.9,1790.667,50.00061,339.9915,1
1021,28.51667,0.3130873,1.207042,1.538375,34.61583,20.33267,1015.821,2.869875,975.0167,37.9,1794.833,49.99578,340.0713,1
1022,27.95,0.3400108,1.320815,1.66238,35.06483,20.10383,1015.812,2.879818,974.9833,37.9,1793,50.00069,340.0314,1
1023,27.48333,0.4279242,1.342242,1.744151,35.46492,19.74915,1015.817,2.890185,974.9833,37.9,1794.5,49.98418,339.9915,1
1024,28.08333,0.3920466,1.513512,1.92129,35.208,19.7975,1015.838,2.891172,975.0167,37.9,1793.667,50.0102,340.0314,1
1025,27.96667,0.3727186,1.380273,1.749784,35.25,19.81383,1015.867,2.931482,975.0667,37.9,1793.833,49.98055,340.0114,1
1026,28.28333,0.3939003,1.424427,1.829789,34.16136,20.40746,1015.866,3.125661,975.0667,37.9,1795.833,50.00649,340.0314,1
1027,29.53333,0.3176418,1.087779,1.411508,33.96933,20.86567,1015.871,3.435062,975.0667,37.9,1793.167,50.00124,340.191,1
