TheTime,O3,NO,NO2,NOx,T,RH,P,Lite,O3CellP,O3CellT,O3Flow,NOxReacT,NOxConvT,NOxFlow
"01/26/23 13:39:25",28.46667,0.8400995,2.667115,3.557268,9.638269,36.28577,996.9702,1763.093,957.6667,36.00000,1775.833,50.00287,338.5949,1.000000
"01/26/23 13:40:25",28.76667,0.8599164,2.615041,3.403775,10.09471,38.90392,997.0184,1545.815,957.7000,36.00000,1773.833,50.01814,338.5949,1.000000
"01/26/23 13:41:25",28.88333,0.6368414,1.992452,2.780465,10.26706,36.16686,996.9794,1436.755,957.6667,36.00000,1775.833,50.00149,338.7346,1.000000
"01/26/23 13:42:25",27.81667,0.9340693,2.677703,3.520177,9.594231,36.23192,996.9715,1438.268,957.6833,36.00000,1775.167,50.03152,338.5750,1.000000
"01/26/23 13:43:25",28.06667,1.199522,2.758143,3.832296,9.355294,36.71059,997.0080,1464.733,957.7833,36.00000,1771.167,49.99761,338.6747,1.000000
"01/26/23 13:44:25",28.91667,0.7226563,2.032387,2.984204,9.515490,38.06510,997.0084,1458.350,957.7333,36.00000,1772.333,50.00867,338.7545,1.000000
"01/26/23 13:45:25",29.68333,0.8118881,2.229687,3.010126,9.018462,37.57269,997.0081,1452.716,957.6667,36.00000,1776.833,49.97860,338.7545,1.000000
"01/26/23 13:46:25",29.16667,0.6209170,1.982634,2.621843,9.452941,38.91039,996.9769,1537.840,957.6833,36.00000,1776.500,49.98920,338.8343,1.000000
"01/26/23 13:47:25",28.36667,0.6556150,1.801637,2.498602,12.05346,40.83635,997.0350,1857.286,957.7500,36.00000,1776.000,50.00486,338.7745,1.000000
"01/26/23 13:48:25",26.93333,0.7485120,2.129779,2.777879,12.48588,38.43235,997.0408,2088.168,957.7333,36.00000,1776.667,49.99657,338.7944,1.000000
"01/26/23 13:49:25",28.26667,0.6960063,2.227118,2.934704,11.12804,36.24059,997.0049,2164.774,957.8333,36.00000,1773.000,50.00629,338.8942,1.000000
"01/26/23 13:50:25",28.88333,0.7085967,1.948078,2.594088,10.85058,39.73962,997.0288,1929.467,957.7667,36.06667,1771.500,50.00696,338.7944,1.000000
"01/26/23 13:51:25",29.01667,1.329961,1.747863,3.024845,10.38824,37.96353,997.0520,1941.248,957.7833,36.10000,1776.833,50.00356,338.9141,1.000000
"01/26/23 13:52:25",29.80000,0.6390233,1.764542,2.557393,11.66635,38.21962,997.0538,1938.446,957.7167,36.10000,1778.000,50.02446,338.9939,1.000000
"01/26/23 13:53:25",29.28333,0.5275971,1.795544,2.355666,12.73608,41.08667,996.9851,1868.453,957.6000,36.10000,1777.833,50.01864,338.8942,1.000000
"01/26/23 13:54:25",28.65000,0.4833491,1.954575,2.396701,13.40588,37.00078,997.0335,1594.997,957.8000,36.10000,1785.500,50.01898,338.8543,1.000000
"01/26/23 13:55:25",28.56667,1.174702,1.921931,2.830265,10.14942,37.63981,997.0608,1494.462,957.8833,36.10000,1800.667,50.02956,338.9740,1.000000
"01/26/23 13:56:25",29.55000,0.4592421,1.834991,2.598580,10.25373,36.35961,997.0643,1413.951,957.8500,36.10000,1797.833,50.04694,338.9341,1.000000
"01/26/23 13:57:25",29.11667,0.4416484,1.760705,2.189234,10.87314,37.31882,997.0371,1404.925,957.7333,36.10000,1783.167,49.98269,339.0737,1.000000
"01/26/23 13:58:25",28.86667,0.4127451,1.709896,2.142732,12.03058,41.50077,997.0660,1313.218,957.8167,36.10000,1786.000,50.00758,338.9341,1.000000
"01/26/23 13:59:25",27.73333,0.5007883,1.796367,2.286539,14.56451,40.88784,997.0457,1465.870,957.7833,36.10000,1790.000,50.00936,339.0139,1.000000
"01/26/23 14:00:26",28.43333,0.5426437,1.834422,2.365763,12.32404,36.11000,997.0863,1558.842,957.8500,36.13333,1776.667,50.02101,339.0507,1.000000
"01/26/23 14:01:26",27.25000,0.5231913,1.851713,2.366561,13.89627,38.81353,997.1396,1552.065,958.0000,36.20000,1789.500,50.01977,338.9921,1.000000
"01/26/23 14:02:26",27.31667,0.5699200,1.927882,2.525954,12.49627,38.30588,997.1686,1471.317,958.0667,36.20000,1797.500,49.99104,339.0507,1.000000
"01/26/23 14:03:26",29.00000,0.6411489,1.846056,2.423506,10.76769,34.96077,997.1523,1572.592,958.1000,36.20000,1794.167,50.01008,339.1735,1.000000
"01/26/23 14:04:26",26.70000,1.944754,2.067789,4.043847,9.734314,36.25471,997.1618,1653.065,958.0333,36.20000,1787.500,50.00231,339.0737,1.000000
"01/26/23 14:05:26",27.25000,0.7327804,1.808381,2.562932,9.690784,36.47510,997.1816,1637.693,957.8833,36.20000,1775.667,50.01520,339.1535,1.000000
"01/26/23 14:06:26",23.78333,1.712558,5.111545,6.990487,9.569808,37.12942,997.1754,2113.278,957.9000,36.20000,1774.000,49.99414,339.0737,1.000000
"01/26/23 14:07:26",28.11667,1.319836,2.517409,3.631374,9.319020,37.44588,997.2310,2751.654,957.9667,36.20000,1773.833,49.98697,339.1934,1.000000
"01/26/23 14:08:26",29.15000,0.5817065,1.825628,2.473105,9.281923,39.23019,997.3233,2469.922,958.1000,36.20000,1775.000,49.98262,339.2333,1.000000
"01/26/23 14:09:26",29.08333,0.8655600,1.877220,2.656336,9.132353,38.00490,997.3249,2532.694,958.0667,36.20000,1776.833,49.98888,339.0538,1.000000
"01/26/23 14:10:26",28.73333,0.5824382,2.776355,3.517102,9.260000,38.12255,997.3602,2487.895,958.0833,36.20000,1771.833,49.97514,339.1934,1.000000
"01/26/23 14:11:26",28.45000,0.9966393,1.598834,2.608806,9.927308,39.00519,997.4119,2321.066,958.1833,36.20000,1776.333,50.00734,339.2533,1.000000
"01/26/23 14:12:26",28.85000,0.7700710,2.042323,2.652352,9.349020,37.83059,997.4159,1985.700,958.1333,36.20000,1773.500,49.95576,339.2134,1.000000
"01/26/23 14:13:26",28.90000,0.6296902,2.194981,2.832780,9.902692,37.99154,997.4050,1736.073,958.1333,36.20000,1770.833,49.98009,339.2533,1.000000
"01/26/23 14:14:26",28.78333,0.4515553,1.987580,2.436720,9.718039,37.56510,997.4255,1835.619,958.1500,36.20000,1774.167,50.00401,339.2134,1.000000
"01/26/23 14:15:26",29.50000,0.5489644,2.330548,2.914227,9.403725,37.32039,997.4163,2256.251,958.1333,36.20000,1773.833,50.00666,339.3530,1.000000
"01/26/23 14:16:26",29.00000,1.674737,4.920422,7.059109,10.08404,39.14500,997.4288,2139.438,958.1333,36.20000,1769.833,49.96056,339.3331,1.000000
"01/26/23 14:17:26",29.18333,3.972060,4.008509,7.768573,9.525098,37.24059,997.4216,2090.058,958.1500,36.20000,1772.000,50.00328,339.2533,1.000000
"01/26/23 14:18:26",29.26667,5.541885,6.988473,13.48687,9.490000,38.61558,997.4556,2639.832,958.2000,36.20000,1773.667,49.98851,339.3331,1.000000
"01/26/23 14:19:26",29.31667,5.630680,10.75460,15.84287,9.539412,37.97294,997.4592,2917.445,958.1667,36.20000,1773.167,49.99218,339.4329,1.000000
"01/26/23 14:20:26",30.01667,7.732734,12.29629,20.81231,9.355294,37.54941,997.4441,2936.992,958.1833,36.20000,1772.333,50.00635,339.2732,1.000000
"01/26/23 14:21:26",29.03333,10.34978,12.79372,23.96081,10.61077,37.61942,997.4440,3111.870,958.1667,36.20000,1773.000,50.01801,339.3730,1.000000
"01/26/23 14:22:26",28.78333,12.18891,8.352142,21.46686,9.907059,37.66608,997.5355,3628.622,958.2667,36.20000,1771.333,50.00517,339.2732,1.000000
"01/26/23 14:23:26",28.95000,16.85557,17.85652,34.22878,9.362353,36.73039,997.4739,3452.149,958.1833,36.20000,1771.333,49.99460,339.3530,1.000000
"01/26/23 14:24:26",29.46667,14.05446,10.82111,23.94824,9.469423,37.46885,997.4606,3165.141,958.2167,36.20000,1774.000,49.99390,339.3531,1.000000
"01/26/23 14:25:26",30.10000,14.82764,16.54378,33.03059,9.192157,37.02196,997.4373,2978.103,958.2000,36.20000,1772.167,49.98343,339.4129,1.000000
"01/26/23 14:26:26",30.50000,20.45869,14.81377,34.90315,9.281923,36.97346,997.4479,3024.159,958.2167,36.20000,1771.500,49.98703,339.4329,1.000000
"01/26/23 14:27:26",30.06667,20.28605,16.53999,36.55316,8.942157,36.93627,997.5345,3142.588,958.2833,36.20000,1770.167,49.98972,339.4129,1.000000
"01/26/23 14:28:26",29.98333,19.26832,9.428711,27.70663,9.439020,36.78647,997.5876,4630.154,958.3333,36.20000,1769.833,50.00048,339.4927,1.000000
"01/26/23 14:29:26",30.23333,14.30387,18.33356,33.29166,11.15673,39.33019,997.5806,3502.453,958.2833,36.20000,1770.500,49.97934,339.5326,1.000000
"01/26/23 14:30:26",30.03333,13.06150,14.22138,27.30496,10.22667,35.65137,997.6471,3017.501,958.4333,36.20000,1773.833,49.99844,339.4329,1.000000
"01/26/23 14:31:26",29.33333,13.91223,12.92548,26.45135,9.879020,35.69922,997.6488,2657.920,958.4167,36.20000,1772.000,50.02799,339.4528,1.000000
"01/26/23 14:32:26",29.08333,12.12089,12.69760,24.62198,9.486923,35.79519,997.6585,2272.251,958.4167,36.20000,1773.833,49.97932,339.4728,1.000000
"01/26/23 14:33:26",30.70000,10.50020,12.15719,22.10913,9.188824,35.97941,997.6843,2502.669,958.4500,36.20000,1772.500,49.99546,339.4927,1.000000
"01/26/23 14:34:26",30.30000,8.294994,11.38763,19.50067,9.403462,35.72231,997.6827,4301.968,958.4500,36.20000,1773.167,49.96753,339.5326,1.000000
"01/26/23 14:35:26",29.98333,6.988593,10.14872,16.79575,10.19569,35.38784,997.7065,4186.759,958.4333,36.20000,1771.000,50.01775,339.5526,1.000000
"01/26/23 14:36:26",29.80000,5.679241,9.868902,15.44545,10.46333,34.12137,997.7137,5205.294,958.4833,36.20000,1774.667,50.00237,339.4728,1.000000
"01/26/23 14:37:26",29.56667,4.903233,9.393109,14.18961,10.88808,34.85404,997.7102,6359.631,958.4667,36.20000,1772.167,49.98395,339.4927,1.000000
"01/26/23 14:38:26",28.78333,5.168696,8.099614,13.29945,10.27078,34.44588,997.6963,3921.828,958.4833,36.20000,1773.333,49.99571,339.5326,1.000000
"01/26/23 14:39:26",28.83333,5.790066,8.421589,14.07882,10.49942,35.97423,997.7242,4485.778,958.5167,36.20000,1775.500,50.01284,339.5127,1.000000
"01/26/23 14:40:26",30.56667,3.059541,7.926104,10.74665,10.37216,34.71078,997.7598,3975.777,958.4833,36.26667,1773.833,50.00098,339.5326,1.000000
"01/26/23 14:41:26",29.41667,3.203179,7.381638,10.72702,10.16686,34.80294,997.7971,2698.052,958.5833,36.30000,1773.333,50.01553,339.4728,1.000000
"01/26/23 14:42:26",30.01667,2.453402,6.619696,8.821699,10.37942,34.23731,997.8365,3828.377,958.5833,36.30000,1776.167,49.99725,339.6124,1.000000
"01/26/23 14:43:26",29.36667,2.297187,6.523603,8.981098,10.92235,34.61098,997.8547,8207.282,958.6333,36.30000,1774.333,49.98652,339.5725,1.000000
"01/26/23 14:44:26",28.40000,2.331261,6.210625,8.502688,11.01686,33.74745,997.8965,3368.140,958.6167,36.30000,1781.833,50.03009,339.5526,1.000000
"01/26/23 14:45:26",30.40000,1.697561,5.274126,6.819967,10.46000,34.32500,997.9075,3146.557,958.7167,36.30000,1777.000,49.98120,339.5725,1.000000
"01/26/23 14:46:26",30.11667,1.500445,4.945526,6.435480,10.07059,33.97569,997.9296,3474.357,958.7000,36.30000,1776.833,49.99378,339.5725,1.000000
"01/26/23 14:47:26",29.55000,1.391359,4.803794,6.159204,11.48885,35.87481,997.9852,3631.266,958.7667,36.30000,1778.167,49.97184,339.6523,1.000000
"01/26/23 14:48:26",30.45000,3.116632,3.872754,6.994626,11.02627,33.52647,997.9635,3006.841,958.6667,36.30000,1775.333,49.98711,339.6124,1.000000
"01/26/23 14:49:26",29.95000,1.485196,5.130782,6.674256,10.68490,34.26843,997.9855,2801.466,958.7333,36.30000,1778.500,50.04809,339.4927,1.000000
"01/26/23 14:50:26",29.48333,1.678896,4.981576,6.656983,10.40365,33.39212,998.0035,2713.690,958.7667,36.30000,1777.667,49.98702,339.6324,1.000000
"01/26/23 14:51:26",28.95000,1.512618,5.451050,6.971383,10.68941,34.97431,998.0298,2512.134,958.8000,36.30000,1773.833,50.00518,339.6523,1.000000
"01/26/23 14:52:26",27.26667,7.176953,3.986049,11.20288,12.07942,35.88173,998.0337,2330.877,958.7333,36.30000,1773.167,49.98329,339.6523,1.000000
"01/26/23 14:53:26",28.86667,2.578634,8.681969,11.33037,10.75765,32.99804,998.0410,2549.414,958.7833,36.30000,1774.833,50.00837,339.6523,1.000000
"01/26/23 14:54:26",29.46667,2.251827,6.180787,8.377934,10.61196,33.87098,998.1080,2775.271,958.8500,36.30000,1775.000,50.00486,339.5326,1.000000
"01/26/23 14:55:26",29.18333,1.839732,5.960643,7.745491,10.67481,33.32096,998.0890,2552.248,958.8167,36.30000,1779.167,49.99621,339.6324,1.000000
"01/26/23 14:56:26",29.88333,1.621507,5.547586,7.126677,10.34549,33.50020,998.1749,2086.941,958.9167,36.30000,1776.833,50.05625,339.7122,1.000000
"01/26/23 14:57:26",30.26667,1.581359,5.598609,7.260786,10.25843,35.08784,998.1829,2239.558,958.9167,36.30000,1776.500,49.97494,339.5925,1.000000
"01/26/23 14:58:26",30.08333,1.643727,5.413582,6.967739,10.77558,35.04885,998.1327,2273.087,958.8833,36.30000,1773.500,50.00618,339.6723,1.000000
"01/26/23 14:59:26",30.46667,1.484057,5.344858,6.842283,10.66000,33.48725,998.2092,2271.571,958.9333,36.30000,1774.833,49.99240,339.7720,1.000000
"01/26/23 15:00:26",29.60000,1.290846,5.908362,7.185175,11.55558,35.20635,998.2208,2274.676,958.9167,36.30000,1772.667,50.03828,339.6723,1.000000
"01/26/23 15:01:26",28.38333,1.783121,5.670674,7.759187,11.33647,35.16784,998.2941,2194.602,958.9500,36.30000,1774.500,50.00997,339.6124,1.000000
"01/26/23 15:02:26",30.36667,2.120712,6.082769,7.896655,10.57549,33.32608,998.2912,1983.727,959.0333,36.30000,1771.500,49.99951,339.6324,1.000000
"01/26/23 15:03:26",30.66667,1.195213,5.071707,6.227423,9.566538,34.76250,998.3087,1809.519,959.0000,36.30000,1775.000,49.99905,339.7321,1.000000
"01/26/23 15:04:26",30.75000,1.210156,5.207058,6.400084,9.816667,34.31059,998.3214,1953.229,959.0500,36.30000,1773.833,49.99238,339.6922,1.000000
"01/26/23 15:05:26",29.68333,0.9633366,4.878389,5.816517,11.28596,36.98115,998.3181,1839.097,959.0167,36.30000,1777.667,50.01086,339.6723,1.000000
"01/26/23 15:06:26",30.48333,0.9068385,4.484619,5.396196,10.14353,34.03157,998.3314,1744.491,959.0500,36.33333,1776.000,49.96655,339.7122,1.000000
"01/26/23 15:07:26",29.81667,0.9216802,4.323909,5.242555,9.736863,34.15510,998.3798,1573.481,959.1000,36.30000,1776.000,49.99387,339.7321,1.000000
"01/26/23 15:08:26",30.55000,0.8300310,4.155067,4.953852,9.788846,34.49288,998.3985,1415.679,959.1000,36.33333,1773.500,49.98001,339.7521,1.000000
"01/26/23 15:09:26",30.53333,0.6763289,4.027770,4.698484,9.930588,33.89275,998.3833,1483.059,959.1167,36.30000,1777.333,50.00150,339.7122,1.000000
"01/26/23 15:10:26",30.33333,0.7123076,4.022460,4.773009,9.719216,34.67804,998.3718,1486.331,959.0833,36.30000,1776.667,50.02661,339.6922,1.000000
"01/26/23 15:11:26",30.18333,0.6964542,3.778329,4.432743,10.90615,38.35712,998.4081,1361.015,959.1167,36.30000,1775.000,49.96751,339.8319,1.000000
"01/26/23 15:12:26",30.26667,0.6584468,3.757009,4.417623,10.89980,33.43745,998.4259,1336.969,959.1167,36.30000,1773.500,50.00212,339.8119,1.000000
"01/26/23 15:13:26",29.95000,0.6859013,3.179067,3.956919,10.18212,33.88654,998.4767,1277.059,959.2167,36.30000,1777.000,50.00481,339.6922,1.000000
"01/26/23 15:14:26",30.76667,0.8039467,3.503978,4.218141,10.18961,36.12020,998.5331,1462.392,959.2500,36.30000,1772.833,50.04525,339.8119,1.000000
"01/26/23 15:15:26",30.10000,0.6974478,3.338430,4.060861,9.646863,34.51294,998.5312,1508.969,959.2167,36.30000,1773.833,49.96793,339.8119,1.000000
"01/26/23 15:16:26",31.28333,0.6764896,2.909566,3.554546,9.303462,35.67365,998.5633,1704.656,959.2667,36.30000,1773.167,49.99790,339.7720,1.000000
"01/26/23 15:17:26",30.11667,0.5477572,2.963420,3.486914,9.868039,35.88333,998.5327,2071.388,959.2167,36.30000,1775.667,49.96913,339.7920,1.000000
"01/26/23 15:18:26",30.43333,0.5249628,2.770097,3.277043,9.476154,34.78192,998.5592,2045.512,959.2500,36.30000,1773.500,49.99356,339.7321,1.000000
"01/26/23 15:19:26",29.95000,0.4725807,2.706314,3.203183,10.02941,34.12804,998.5767,1925.725,959.3167,36.30000,1774.667,50.00944,339.8518,1.000000
"01/26/23 15:20:26",30.13333,0.8514336,2.490879,3.348605,10.30235,33.54333,998.5951,2020.728,959.3333,36.30000,1778.667,50.01059,339.8518,1.000000
"01/26/23 15:21:26",29.68333,0.5225820,2.953390,3.493893,10.20154,33.45808,998.6212,2168.558,959.3000,36.30000,1774.500,50.03930,339.7920,1.000000
"01/26/23 15:22:26",29.35000,0.7947338,2.574830,3.352099,10.33882,36.58333,998.6190,2013.346,959.3000,36.30000,1777.167,50.03257,339.8518,1.000000
"01/26/23 15:23:26",29.13333,0.6018862,2.895857,3.484368,10.69059,33.38196,998.6324,1887.613,959.3167,36.30000,1777.833,50.01332,339.8518,1.000000
"01/26/23 15:24:26",29.76667,0.4489265,2.645164,3.092488,9.992115,34.20135,998.6487,1576.237,959.3500,36.30000,1772.000,49.99511,339.7720,1.000000
"01/26/23 15:25:26",29.40000,0.4403561,2.311025,2.764624,9.702549,34.85588,998.7165,1503.402,959.4167,36.30000,1772.000,50.00324,339.8917,1.000000
"01/26/23 15:26:26",30.16667,0.6005891,2.422946,3.013242,9.462692,35.04192,998.6633,1752.311,959.3500,36.30000,1770.167,49.98257,339.7122,1.000000
"01/26/23 15:27:26",30.63333,0.5211744,2.237351,2.764626,9.630784,36.27529,998.7059,1700.916,959.3667,36.30000,1776.333,49.97855,339.9715,1.000000
"01/26/23 15:28:26",30.05000,0.4686517,2.223436,2.680177,9.812353,34.33353,998.7592,1410.064,959.4333,36.30000,1769.667,50.00142,339.8319,1.000000
"01/26/23 15:29:26",29.53333,0.4403015,2.066773,2.537560,9.976154,34.79269,998.7363,1396.468,959.4000,36.30000,1776.000,49.97450,339.8518,1.000000
"01/26/23 15:30:26",29.51667,0.5409974,2.270463,2.801373,10.14039,35.23353,998.7680,1081.349,959.4333,36.26667,1771.333,50.02910,339.7720,1.000000
"01/26/23 15:31:26",29.65000,0.5055975,2.193090,2.680070,10.10462,34.01346,998.7642,909.4602,959.4500,36.20000,1774.333,50.00347,339.9715,1.000000
"01/26/23 15:32:26",29.81667,0.4019627,2.120028,2.511173,10.02078,35.31137,998.8078,977.3312,959.5000,36.20000,1776.833,50.01518,339.8518,1.000000
"01/26/23 15:33:26",30.01667,0.4694545,2.488607,2.998329,9.801373,34.20451,998.8524,1098.503,959.5000,36.20000,1771.500,49.97731,339.9117,1.000000
"01/26/23 15:34:26",29.76667,1.111619,1.573739,2.657676,9.306923,35.04519,998.8704,1103.307,959.5167,36.20000,1772.333,49.96855,339.7122,1.000000
"01/26/23 15:35:26",31.05000,0.4047153,1.970413,2.370661,9.276471,36.02412,998.8663,1206.015,959.5000,36.20000,1775.833,49.97966,339.8917,1.000000
"01/26/23 15:36:26",29.83333,0.4378190,2.180014,2.635396,10.01784,36.18667,998.8649,1201.403,959.5000,36.20000,1775.500,49.99217,339.8518,1.000000
"01/26/23 15:37:26",30.25000,0.5172568,1.660734,2.206655,9.818654,35.87731,998.8363,1082.149,959.5000,36.20000,1774.167,50.02513,339.7321,1.000000
"01/26/23 15:38:26",30.41667,0.4926829,1.781402,2.216863,9.532157,34.50725,998.8714,892.3220,959.5167,36.20000,1773.167,50.04495,339.8718,1.000000
"01/26/23 15:39:26",29.68333,0.3957894,1.900554,2.337325,9.487885,35.50212,998.9187,843.2217,959.5167,36.20000,1770.333,49.94424,339.9715,1.000000
"01/26/23 15:40:26",29.78333,0.6857792,3.191401,3.878473,9.633725,35.22020,998.9586,968.7673,959.5833,36.20000,1773.500,49.95227,339.8917,1.000000
"01/26/23 15:41:26",29.40000,0.7348002,2.176830,2.905173,9.568235,34.56608,999.0133,835.3378,959.6333,36.20000,1773.167,49.99435,339.8917,1.000000
"01/26/23 15:42:26",28.43333,0.6045052,1.820927,2.551545,9.787500,34.26635,999.0417,699.0962,959.6500,36.20000,1775.333,49.99121,339.7920,1.000000
"01/26/23 15:43:26",29.51667,0.8024616,2.101451,2.751484,9.616078,34.33020,999.0373,708.0255,959.6167,36.20000,1772.667,49.98911,339.8518,1.000000
"01/26/23 15:44:26",30.16667,0.3575641,1.934969,2.275710,9.695769,34.72519,999.0335,784.6612,959.6333,36.20000,1775.500,49.98904,339.8119,1.000000
"01/26/23 15:45:26",30.50000,0.3226008,1.997798,2.324111,9.368824,34.77667,999.0965,831.8908,959.7000,36.20000,1772.667,49.99319,339.7720,1.000000
"01/26/23 15:46:26",30.50000,0.3356430,1.750246,2.090520,9.290392,35.09431,999.0951,698.7402,959.6833,36.20000,1773.833,50.00535,339.8917,1.000000
"01/26/23 15:47:26",30.21667,0.3336641,1.711028,2.033837,8.870962,35.83058,999.0904,657.8410,959.7000,36.10000,1775.667,50.01991,339.9316,1.000000
"01/26/23 15:48:26",29.90000,0.3216412,1.721641,2.044360,9.216863,35.33745,999.1380,580.9386,959.7167,36.10000,1772.167,49.96332,339.8319,1.000000
"01/26/23 15:49:26",29.78333,0.4019294,1.933189,2.348648,9.412941,35.68176,999.1929,574.3249,959.7833,36.10000,1771.167,49.98543,339.8917,1.000000
"01/26/23 15:50:26",27.51667,2.051217,1.932480,4.060949,9.354038,35.69692,999.2277,518.3415,959.8167,36.10000,1771.500,49.99305,339.7720,1.000000
"01/26/23 15:51:26",29.70000,0.6719955,2.135046,2.756973,9.178235,35.69333,999.2610,569.2575,959.9167,36.10000,1771.500,49.97485,339.8718,1.000000
"01/26/23 15:52:26",30.05000,0.4218734,1.955644,2.337697,9.155385,35.80788,999.2675,589.2873,959.8667,36.10000,1771.000,49.97386,339.8518,1.000000
"01/26/23 15:53:26",29.88333,0.3192990,1.712066,2.065161,8.896078,36.19882,999.3380,576.6112,959.9333,36.10000,1769.000,50.00570,339.8319,1.000000
"01/26/23 15:54:26",30.53333,0.3613943,1.868395,2.193423,8.859804,36.37706,999.3831,556.3114,959.9833,36.10000,1776.167,50.03011,339.7720,1.000000
"01/26/23 15:55:27",29.18333,0.2968205,1.775129,2.064483,9.170000,35.94269,999.4219,540.1631,960.0167,36.06667,1769.500,49.95695,339.8718,1.000000
"01/26/23 15:56:27",29.46667,0.3526481,1.962034,2.317344,9.031569,36.07725,999.4431,570.4204,960.0500,36.00000,1767.667,49.98891,339.8518,1.000000
"01/26/23 15:57:27",29.36667,0.4425829,2.223204,2.715058,9.258269,36.38423,999.4506,492.5927,959.9667,36.00000,1772.333,50.04594,339.8917,1.000000
"01/26/23 15:58:27",29.55000,0.4004865,1.966099,2.344380,9.189216,35.97882,999.4490,423.5896,959.9833,36.00000,1775.500,49.94560,339.8319,1.000000
"01/26/23 15:59:27",29.68333,0.3712900,2.079069,2.437296,9.467843,35.42255,999.4520,397.5216,959.9500,36.00000,1774.000,49.97881,339.8917,1.000000
"01/26/23 16:00:27",29.61667,0.2999429,1.969104,2.254347,9.209808,35.84769,999.4898,397.0231,960.0333,36.00000,1771.833,50.00645,339.8718,1.000000
"01/26/23 16:01:27",29.85000,0.2949903,2.154496,2.459942,9.068431,36.32431,999.5225,392.0973,960.0667,36.00000,1768.833,49.99363,339.9117,1.000000
"01/26/23 16:02:27",29.23333,0.3176885,2.043080,2.371052,9.195192,36.35423,999.5404,408.1194,960.0500,36.00000,1771.833,50.00652,339.8718,1.000000
"01/26/23 16:03:27",26.60000,1.169945,4.786920,6.749980,9.472549,37.55863,999.5594,420.2455,960.1167,36.00000,1772.667,49.98475,339.9915,1.000000
"01/26/23 16:04:27",28.38333,2.208775,2.193972,3.637351,9.359608,36.20373,999.6241,434.4986,960.1500,35.90000,1774.333,50.00559,339.8917,1.000000
"01/26/23 16:05:27",25.73333,0.5083673,2.937432,3.451317,12.20654,42.91538,999.6763,435.7510,960.1333,35.90000,1773.333,49.98615,339.8917,1.000000
"01/26/23 16:06:27",25.18333,0.7665497,3.635183,4.422888,13.86471,40.33392,999.7353,415.9976,960.1833,35.90000,1776.667,50.00645,339.8718,1.000000
"01/26/23 16:07:27",26.68333,0.6541762,3.636338,4.259790,13.58137,38.15078,999.7718,427.6351,960.2167,35.90000,1773.667,50.01473,339.9316,1.000000
"01/26/23 16:08:27",27.23333,0.5633870,3.468661,4.028737,11.81731,36.30135,999.7913,444.3550,960.2667,35.90000,1771.000,50.02016,339.9316,1.000000
"01/26/23 16:09:27",28.35000,0.4618400,3.072104,3.561869,10.52275,38.82020,999.8575,415.4325,960.3167,35.90000,1773.333,50.01960,339.8319,1.000000
"01/26/23 16:10:27",27.90000,0.5817120,3.626052,4.210142,11.65423,38.24885,999.8535,350.7329,960.3333,35.90000,1771.000,50.03593,339.9516,1.000000
"01/26/23 16:11:27",28.13333,0.8852904,4.295938,5.244219,11.45824,38.22882,999.9086,322.3996,960.4000,35.90000,1774.833,50.01358,339.9117,1.000000
"01/26/23 16:12:27",28.68333,1.210568,5.883810,7.156893,11.07451,37.26098,999.9775,332.2659,960.4167,35.90000,1769.500,50.03165,339.9516,1.000000
"01/26/23 16:13:27",30.26667,1.608870,6.308924,8.022128,10.82327,38.18962,1000.009,327.4737,960.4667,35.90000,1774.000,50.02834,339.8917,1.000000
"01/26/23 16:14:27",27.95000,2.296713,7.897997,10.31939,11.06255,37.45902,1000.038,326.3820,960.5000,35.90000,1777.167,50.03176,339.8917,1.000000
